Param1,Param2,Param3,Param4,Param5,Param6,Eigenvalue
6.246657745431675,2.3976669873515326,2.207962873973807,1.1288283324247907,4.974425254024694,3.290537753550154,-0.5594659702011606
2.171844209713182,1.9656295909967791,5.754923206847222,0.9920606277937298,6.0783657059425655,6.064873248452311,-1.0582628128734222
3.2865960829385457,0.0942598117756865,1.5296716907044323,2.9653981266470475,6.095224856218629,3.4717765113886,-0.2749634274884199
1.8884371336265628,2.683892413022516,3.798872849446736,6.114299865998889,4.144040990765544,6.236962629079822,-1.6635052948831333
4.695068832109308,1.0510306199627304,3.3997863648163933,1.4373320605936786,6.061457513754549,2.472125703780016,-0.3403284879864559
0.5501958357757191,4.142221037151622,4.120166390993403,5.242201648139263,1.6408818674524053,3.818787859230896,-0.7388255391255224
1.1995963436671764,5.8917691078369,5.545194095329877,0.5123787664696533,5.626021555374407,4.759225854597105,-0.685173846188916
2.4436001205248554,2.7428738212739527,3.2421961572588462,2.49280282541655,5.357036977955291,1.9372785227519835,-0.7752620166716261
1.0741618414587362,2.467047968067092,3.3570634097722136,1.5013116335273988,2.593382805648943,5.184333148371257,-1.5628333856974284
5.61026440088276,2.4255927330049323,1.5460890006721804,3.6301869079923614,2.7835040456297646,0.4428021539890356,-1.7756740894710932
3.895457544345838,5.936616015990535,4.145887693291922,2.783689989303737,3.4436418279977485,4.611749980428759,-1.3664785872955847
0.5043722964201989,2.8227258290292805,1.724794865060225,4.809566904518693,2.304821698606198,5.033005681641745,-1.4400690959426348
1.4912721376385567,4.778375924555239,5.2305843793965785,5.200982101030816,2.759425619071259,5.771888680141111,-1.7671966294252677
0.6254347003770362,1.6611205807421292,5.521992933948701,3.895598752472159,2.753493708236632,5.039248824791927,-1.5109066787119945
4.155432749184032,1.3128677973020195,1.658543537711365,2.949152499808322,1.6019118975530255,1.367486337326348,-1.1297956519164232
5.322121496189461,3.5342121388306205,5.23304477847708,1.7451052401058915,3.448201767456639,2.166127404625853,-1.2107252706277392
2.2113218275022843,6.152120347052918,1.7196025551204412,1.2192951445577234,3.254058315525012,0.2536662222066932,-1.821889373600232
3.907322101267632,3.194661924461439,2.5034717571042915,2.377851862776581,0.0506397390891425,2.616866039734703,-0.2981349739121918
1.2267901067635945,3.92507891061255,3.596882174068633,4.631913574513434,3.0856129453589114,2.413843215813292,-1.160481228991732
5.013609059859103,4.821762457367126,2.1724236538783472,3.5505931048580086,4.7064409961832645,5.490121926698423,-1.2669678378170113
1.786629509857813,0.91925404191162,0.5262920549043141,0.7711568432092322,2.6775338275543823,1.229694273648902,-1.4906514091446723
4.820287210266954,2.147690297032377,3.744675043743264,1.0358540241561638,5.059981865856714,5.632428389382628,-1.279754879617327
1.1238093965387048,0.2705458551709941,1.612379669124894,5.424507895407196,2.0493315942027954,1.7188362893330935,-1.182000787389416
4.715728579193195,6.215877615154546,1.270521348174936,3.825555230160464,4.329590173849822,5.456101330693995,-1.4958886240378657
1.5213926753501037,3.7493504770347865,4.606130681734385,2.5629351744240427,5.158086087473845,3.057934440495878,-0.4806474634168119
2.047100048182301,2.768607648495929,2.736619677681687,2.2171146581127803,4.364269789362203,5.602085449697842,-1.4350043223950903
0.2735851949332015,3.668665007319892,0.10692356329065,0.2037529444895923,2.7825333861748938,0.6274288541213786,-1.702186452119523
6.181089859619735,5.632982977243217,3.082009512582044,4.136186914211506,4.616145774479221,4.330645429187565,-0.8518713949110266
6.24004239798671,1.4457439967945422,3.653940917426981,2.6288843091053504,1.9021408261645547,6.180555152778254,-1.5873344635979951
1.3303080140349532,4.753416967879939,3.4004473439485983,1.9929285057100448,1.846354757647864,4.859104590971794,-1.2865862264147931
4.828695710614609,5.363923362967323,4.644794064639076,0.6861150536575046,3.6671464880917934,2.748317891041296,-1.0362440433513989
4.426217639279796,2.7569404663771424,5.893857107594252,4.209430084831213,5.662407528920991,2.270049301736968,-0.4307253467628446
1.0507197533745924,4.331099154003955,2.909455173130528,2.942152899070328,5.073226839377055,2.0062931117608622,-0.888725387087183
1.913140704412771,5.36449996088514,3.525577532027336,4.988377666073731,1.945184808417528,0.3258578262553707,-1.584608891322368
4.340708489965261,5.567702442068626,4.8988946099362325,4.583169864980127,0.8036881036963289,0.6043246629786652,-1.11185026209668
2.7747126308828305,1.2788690742963449,4.5797827332193854,5.164755060690357,4.162632362110407,2.086752787300773,-1.0591110091477949
1.1080236134665096,3.798543734591365,3.1593639260482345,2.863274422792219,5.521112204020164,1.3560000304065258,-0.9683951104451096
6.035535641264473,5.568630128131065,1.001832245969516,2.7591026863128865,4.467987091887308,0.7685294738649164,-1.3718017618685567
3.590261058399455,4.540367069865634,4.885840378631455,1.4414321606248923,3.551579790514144,5.043644498045812,-1.541870442074636
6.080543743645419,3.161694404783412,3.3616066967414624,4.456685258819979,2.878357864649147,5.533351542480456,-1.7277636638622007
4.295552216814573,3.280013980826189,5.908555023396856,5.782783950826099,0.9289406314633292,3.713546395137904,-0.5379048512380954
0.2264674122473207,4.967819290039108,3.9795223094728014,1.0984230658142204,0.6197282086395152,3.99489415665636,-0.4366550127786139
4.239891948335285,2.367449343247485,1.6431068776813018,2.7884098564229154,3.3913697334281063,3.818439936183197,-1.1343707073223257
2.710822158262581,4.9935935535601335,2.030776707803997,4.424091543940247,0.2616525346753268,6.015385829232607,-1.0638041722937
1.186696445902129,3.4030873128003125,4.80365307721507,0.5490336705485536,2.0191112182717466,6.113103383826601,-1.6143806101760532
0.5533417775678371,0.6260645923799326,2.378621961006594,0.6333066636361689,0.5590076530705301,0.5251102795973197,-1.0956326227691269
4.74020854618175,2.963284052571443,0.812524912879326,6.267057230702819,5.007282285513592,0.673912792632899,-1.3245050628380428
1.4493915507896724,5.452966362480028,3.3711650011202527,2.6193948865582977,4.398789885834247,0.1432340583335294,-1.5862834304205258
5.374277146671576,1.9454546270434383,2.4721345480775714,4.967608876575093,0.502919240016302,2.259802792167408,-0.4577539058367167
4.204760470786203,4.266595717256544,1.7137712621670378,0.5069222470728431,3.638996392118192,5.722404105145946,-1.736404263860342
3.4277216112827915,1.3461601454045642,4.496921926934754,4.801382263332041,3.315896828996157,2.538238111988592,-1.1254139609887344
3.435897043132804,3.058417588716112,4.3023928192159815,1.2030373235254757,2.127914625734072,5.452843658754929,-1.5109684551478717
6.24529836078377,4.292576781148131,1.4318549239433038,4.456671527343635,0.4830162637011768,3.487318980271465,-0.315173213065836
